review_id,season,team_id,role,issue_type,candidate_names,priority,status,source_url,notes
2010-BUF-quarterbacks_coach-interval,2010,BUF,quarterbacks_coach,season_interval_verification_required,George Cortez,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CAR-offensive_coordinator-interval,2010,CAR,offensive_coordinator,season_interval_verification_required,Jeff Davidson,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CAR-play_caller,2010,CAR,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-CAR-quarterbacks_coach-interval,2010,CAR,quarterbacks_coach,season_interval_verification_required,Rip Scherer,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CHI-offensive_coordinator-interval,2010,CHI,offensive_coordinator,season_interval_verification_required,Mike Martz,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CHI-play_caller,2010,CHI,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-CHI-quarterbacks_coach-interval,2010,CHI,quarterbacks_coach,season_interval_verification_required,Shane Day,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CIN-offensive_coordinator-interval,2010,CIN,offensive_coordinator,season_interval_verification_required,Bob Bratkowski,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CIN-play_caller,2010,CIN,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-CIN-quarterbacks_coach-interval,2010,CIN,quarterbacks_coach,season_interval_verification_required,Ken Zampese,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CLE-offensive_coordinator-interval,2010,CLE,offensive_coordinator,season_interval_verification_required,Brian Daboll,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-CLE-play_caller,2010,CLE,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-CLE-quarterbacks_coach-interval,2010,CLE,quarterbacks_coach,season_interval_verification_required,Carl Smith,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-DAL-offensive_coordinator,2010,DAL,offensive_coordinator,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 163; verify team media guide and in-season changes.
2010-DAL-play_caller,2010,DAL,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-DAL-quarterbacks_coach-interval,2010,DAL,quarterbacks_coach,season_interval_verification_required,Wade Wilson,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-DEN-offensive_coordinator-interval,2010,DEN,offensive_coordinator,season_interval_verification_required,Mike McCoy,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-DEN-play_caller,2010,DEN,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-DEN-quarterbacks_coach-interval,2010,DEN,quarterbacks_coach,season_interval_verification_required,Ben McDaniels,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-DET-offensive_coordinator-interval,2010,DET,offensive_coordinator,season_interval_verification_required,Scott Linehan,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-DET-play_caller,2010,DET,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-DET-quarterbacks_coach,2010,DET,quarterbacks_coach,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 169; verify team media guide and in-season changes.
2010-GB-offensive_coordinator-interval,2010,GB,offensive_coordinator,season_interval_verification_required,Joe Philbin,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-GB-play_caller,2010,GB,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-GB-quarterbacks_coach-interval,2010,GB,quarterbacks_coach,season_interval_verification_required,Tom Clements,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-HOU-offensive_coordinator-interval,2010,HOU,offensive_coordinator,season_interval_verification_required,Rick Dennison,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-HOU-play_caller,2010,HOU,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-HOU-quarterbacks_coach-interval,2010,HOU,quarterbacks_coach,season_interval_verification_required,Greg Knapp,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-IND-offensive_coordinator-interval,2010,IND,offensive_coordinator,season_interval_verification_required,Clyde Christensen,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-IND-play_caller,2010,IND,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-IND-quarterbacks_coach-interval,2010,IND,quarterbacks_coach,season_interval_verification_required,Frank Reich,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-JAX-offensive_coordinator-interval,2010,JAX,offensive_coordinator,season_interval_verification_required,Dirk Koetter,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-JAX-play_caller,2010,JAX,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-JAX-quarterbacks_coach-interval,2010,JAX,quarterbacks_coach,season_interval_verification_required,Mike Shula,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-KC-offensive_coordinator-interval,2010,KC,offensive_coordinator,season_interval_verification_required,Charlie Weis,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-KC-play_caller,2010,KC,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-KC-quarterbacks_coach,2010,KC,quarterbacks_coach,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 90; verify team media guide and in-season changes.
2010-LA-offensive_coordinator-interval,2010,LA,offensive_coordinator,season_interval_verification_required,Pat Shurmur,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-LA-play_caller,2010,LA,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-LA-quarterbacks_coach,2010,LA,quarterbacks_coach,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 205; verify team media guide and in-season changes.
2010-LAC-offensive_coordinator,2010,LAC,offensive_coordinator,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 126; verify team media guide and in-season changes.
2010-LAC-play_caller,2010,LAC,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-LAC-quarterbacks_coach-interval,2010,LAC,quarterbacks_coach,season_interval_verification_required,John Ramsdell,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-LV-offensive_coordinator-interval,2010,LV,offensive_coordinator,season_interval_verification_required,Hue Jackson,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-LV-play_caller,2010,LV,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-LV-quarterbacks_coach-interval,2010,LV,quarterbacks_coach,season_interval_verification_required,Paul Hackett,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-MIA-offensive_coordinator-interval,2010,MIA,offensive_coordinator,season_interval_verification_required,Dan Henning,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-MIA-play_caller,2010,MIA,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-MIA-quarterbacks_coach-interval,2010,MIA,quarterbacks_coach,season_interval_verification_required,David Lee,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-MIN-offensive_coordinator-interval,2010,MIN,offensive_coordinator,season_interval_verification_required,Darrell Bevell,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-MIN-play_caller,2010,MIN,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-MIN-quarterbacks_coach-interval,2010,MIN,quarterbacks_coach,season_interval_verification_required,Kevin Rogers,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-NE-offensive_coordinator,2010,NE,offensive_coordinator,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 102; verify team media guide and in-season changes.
2010-NE-play_caller,2010,NE,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-NE-quarterbacks_coach,2010,NE,quarterbacks_coach,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 102; verify team media guide and in-season changes.
2010-NO-offensive_coordinator,2010,NO,offensive_coordinator,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 187; verify team media guide and in-season changes.
2010-NO-play_caller,2010,NO,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-NO-quarterbacks_coach-interval,2010,NO,quarterbacks_coach,season_interval_verification_required,Joe Lombardi,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-NYG-offensive_coordinator-interval,2010,NYG,offensive_coordinator,season_interval_verification_required,Kevin Gilbride,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-NYG-play_caller,2010,NYG,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-NYG-quarterbacks_coach-interval,2010,NYG,quarterbacks_coach,season_interval_verification_required,Mike Sullivan,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-NYJ-offensive_coordinator,2010,NYJ,offensive_coordinator,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 108; verify team media guide and in-season changes.
2010-NYJ-play_caller,2010,NYJ,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-NYJ-quarterbacks_coach-interval,2010,NYJ,quarterbacks_coach,season_interval_verification_required,Matt Cavanaugh,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-PHI-offensive_coordinator,2010,PHI,offensive_coordinator,missing_formal_role,,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Record & Fact Book staff page 199; verify team media guide and in-season changes.
2010-PHI-play_caller,2010,PHI,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-PHI-quarterbacks_coach-interval,2010,PHI,quarterbacks_coach,season_interval_verification_required,James Urban,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-PIT-offensive_coordinator-interval,2010,PIT,offensive_coordinator,season_interval_verification_required,Bruce Arians,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-PIT-play_caller,2010,PIT,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-PIT-quarterbacks_coach-interval,2010,PIT,quarterbacks_coach,season_interval_verification_required,Randy Fichtner,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-SEA-offensive_coordinator-interval,2010,SEA,offensive_coordinator,season_interval_verification_required,Jeremy Bates,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-SEA-play_caller,2010,SEA,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-SEA-quarterbacks_coach-interval,2010,SEA,quarterbacks_coach,season_interval_verification_required,Jedd Fisch,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-SF-offensive_coordinator-interval,2010,SF,offensive_coordinator,season_interval_verification_required,Jimmy Raye,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-SF-play_caller,2010,SF,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
2010-SF-quarterbacks_coach-interval,2010,SF,quarterbacks_coach,season_interval_verification_required,Mike Johnson,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-TB-offensive_coordinator-interval,2010,TB,offensive_coordinator,season_interval_verification_required,Greg Olson,medium,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,"Preseason designation is sourced, but weekly tenure requires dated in-season or retrospective evidence."
2010-TB-play_caller,2010,TB,play_caller,explicit_play_caller_evidence_required,,high,open,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,Staff title is not evidence of play-calling duty; locate dated team or league reporting and assignment interval.
