assignment_key,season,team_id,coach_id,coach_canonical_name,role,start_week,end_week,is_interim,is_shared,verification_status,confidence_level,interval_basis,evidence_scope,source_url,source_type,source_accessed_at,evidence_locator,evidence_note,required_terms,weekly_review_required
2010-CIN-quarterbacks_coach-01-17-ken-zampese,2010,CIN,coach-ken-zampese,Ken Zampese,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 54 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-CLE-offensive_coordinator-01-17-brian-daboll,2010,CLE,coach-brian-daboll,Brian Daboll,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 60 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-CLE-quarterbacks_coach-01-17-carl-smith,2010,CLE,coach-carl-smith,Carl Smith,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 60 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-DAL-quarterbacks_coach-01-17-wade-wilson,2010,DAL,coach-wade-wilson,Wade Wilson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 163 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-DEN-offensive_coordinator-01-17-mike-mccoy,2010,DEN,coach-mike-mccoy,Mike McCoy,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 66 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-DEN-quarterbacks_coach-01-17-ben-mcdaniels,2010,DEN,coach-ben-mcdaniels,Ben McDaniels,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 66 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-DET-offensive_coordinator-01-17-scott-linehan,2010,DET,coach-scott-linehan,Scott Linehan,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 169 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-GB-offensive_coordinator-01-17-joe-philbin,2010,GB,coach-joe-philbin,Joe Philbin,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 175 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-GB-quarterbacks_coach-01-17-tom-clements,2010,GB,coach-tom-clements,Tom Clements,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 175 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-HOU-offensive_coordinator-01-17-rick-dennison,2010,HOU,coach-rick-dennison,Rick Dennison,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 72 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-HOU-quarterbacks_coach-01-17-greg-knapp,2010,HOU,coach-greg-knapp,Greg Knapp,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 72 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-IND-offensive_coordinator-01-17-clyde-christensen,2010,IND,coach-clyde-christensen,Clyde Christensen,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 78 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-IND-quarterbacks_coach-01-17-frank-reich,2010,IND,coach-frank-reich,Frank Reich,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 78 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-JAX-offensive_coordinator-01-17-dirk-koetter,2010,JAX,coach-dirk-koetter,Dirk Koetter,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 84 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-JAX-quarterbacks_coach-01-17-mike-shula,2010,JAX,coach-mike-shula,Mike Shula,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 84 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-KC-offensive_coordinator-01-17-charlie-weis,2010,KC,coach-charlie-weis,Charlie Weis,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 90 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-LA-offensive_coordinator-01-17-pat-shurmur,2010,LA,coach-pat-shurmur,Pat Shurmur,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 205 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-LAC-quarterbacks_coach-01-17-john-ramsdell,2010,LAC,coach-john-ramsdell,John Ramsdell,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 126 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-LV-offensive_coordinator-01-17-hue-jackson,2010,LV,coach-hue-jackson,Hue Jackson,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 114 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-LV-quarterbacks_coach-01-17-paul-hackett,2010,LV,coach-paul-hackett,Paul Hackett,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 114 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-MIA-offensive_coordinator-01-17-dan-henning,2010,MIA,coach-dan-henning,Dan Henning,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 96 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-MIA-quarterbacks_coach-01-17-david-lee,2010,MIA,coach-david-lee,David Lee,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 96 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-MIN-offensive_coordinator-01-17-darrell-bevell,2010,MIN,coach-darrell-bevell,Darrell Bevell,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 181 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-MIN-quarterbacks_coach-01-17-kevin-rogers,2010,MIN,coach-kevin-rogers,Kevin Rogers,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 181 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-NO-quarterbacks_coach-01-17-joe-lombardi,2010,NO,coach-joe-lombardi,Joe Lombardi,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 187 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-NYG-offensive_coordinator-01-17-kevin-gilbride,2010,NYG,coach-kevin-gilbride,Kevin Gilbride,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 193 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-NYG-quarterbacks_coach-01-17-mike-sullivan,2010,NYG,coach-mike-sullivan,Mike Sullivan,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 193 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-NYJ-quarterbacks_coach-01-17-matt-cavanaugh,2010,NYJ,coach-matt-cavanaugh,Matt Cavanaugh,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 108 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-PHI-quarterbacks_coach-01-17-james-urban,2010,PHI,coach-james-urban,James Urban,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 199 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-PIT-offensive_coordinator-01-17-bruce-arians,2010,PIT,coach-bruce-arians,Bruce Arians,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 120 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-PIT-quarterbacks_coach-01-17-randy-fichtner,2010,PIT,coach-randy-fichtner,Randy Fichtner,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 120 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-SEA-offensive_coordinator-01-17-jeremy-bates,2010,SEA,coach-jeremy-bates,Jeremy Bates,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 217 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-SEA-quarterbacks_coach-01-17-jedd-fisch,2010,SEA,coach-jedd-fisch,Jedd Fisch,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 217 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-SF-offensive_coordinator-01-17-jimmy-raye,2010,SF,coach-jimmy-raye,Jimmy Raye,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 211 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-SF-quarterbacks_coach-01-17-mike-johnson,2010,SF,coach-mike-johnson,Mike Johnson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 211 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-TB-offensive_coordinator-01-17-greg-olson,2010,TB,coach-greg-olson,Greg Olson,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 223 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-TB-quarterbacks_coach-01-17-alex-van-pelt,2010,TB,coach-alex-van-pelt,Alex Van Pelt,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 223 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-TEN-quarterbacks_coach-01-17-craig-johnson,2010,TEN,coach-craig-johnson,Craig Johnson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 132 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-WAS-offensive_coordinator-01-17-kyle-shanahan,2010,WAS,coach-kyle-shanahan,Kyle Shanahan,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 229 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2010-WAS-quarterbacks_coach-01-17-matt-lafleur,2010,WAS,coach-matt-lafleur,Matt LaFleur,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://nyc3.digitaloceanspaces.com/sportsarchive-documents/prod/60e8d5ec49e0c/494499963-2010-NFL-Record-Fact-Book.pdf,official_book_mirror,2026-08-27,PDF page 229 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2011-ARI-offensive_coordinator-01-17-mike-miller,2011,ARI,coach-mike-miller,Mike Miller,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202011%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 139 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2011-ARI-quarterbacks_coach-01-17-chris-miller,2011,ARI,coach-chris-miller,Chris Miller,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202011%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 139 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2011-ATL-offensive_coordinator-01-17-mike-mularkey,2011,ATL,coach-mike-mularkey,Mike Mularkey,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202011%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 145 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2011-ATL-quarterbacks_coach-01-17-bob-bratkowski,2011,ATL,coach-bob-bratkowski,Bob Bratkowski,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202011%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 145 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
